text,selected_text,sentiment
" If y`all say so, I trust you on that one","If y`all say so, I trust you on that one",neutral
karma is a **** ! i just got hung up on  lol i`m still a big dawg though,karma is a **** ! i just got hung up on  lol i`m still a big dawg though,neutral
 depressed that both of those are already out but yours isnt. I want your book!!,depressed that both of those are already out but yours isnt.,neutral
 Why online one download this week?,Why online one download this week?,neutral
Downtown drinking celebrating the cavs victory!!!,Downtown drinking celebrating the cavs victory!!!,positive
Hi CelebXXXVidsYH and AyBygW! Thanks for following,Thanks,positive
My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough,tough,negative
 Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.,ck too far,negative
 Did I miss the fun?,Did I miss the fun?,neutral
"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home",I would like to boot from that. I wonder if I left it at home,neutral
Im am going to send some twits to some folk...............,Im am going to send some twits to some folk...............,neutral
 wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,*awesome*,positive
 I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,neutral
Okay so I`m trying to be happy and deal with my problems and my friends` also. Its hard,Its hard,negative
 yeah   when he goes there he always brings us these things. + he just let me last something called 'bird milk' and it,yeah   when he goes there he always brings us these things. + he just let me last something called 'bird milk' and,neutral
 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight <3,Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight <3,positive
My phone is ultra fast now with all the latest firmware updates installed!,My phone is ultra fast now with all the latest firmware updates installed!,neutral
 GILF = grandmother.,GILF = grandmother.,neutral
 I`m sure you`d consider it if they offerred the right price,I`m sure you`d consider,positive
 i thought you were gonna be at the show,i thought you were gonna be at the show,neutral
"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",", Thx",positive
"Happy sunday, beautiful day in London... off to meet Chergo for breakfast  ****",Happy,positive
Yeahhhhhhhhhhhhh friday..and I work tomorrow,Yeahhhhhhhhhhhhh friday..and I work tomorrow,neutral
"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",pounding.,negative
Luking for new background pic......,Luking for new background pic..,neutral
eating maccies,eating maccies,neutral
  Getting dizzy. Going to have to lower my original raise. Please don`t think any less of me.,Getting dizzy. Going to have to lower my original raise. Please don`t think any less of me.,negative
" alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm & ask, 'What is that noise about?'","alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm & ask, 'What is that noise about?'",neutral
" ,,, hey mom,,",",,, hey mom,,",neutral
_of_Twtr Beautiful!,Beautiful!,positive
im nervous :/ i want  to gimme a bear hug,im nervous :/ i want  to gimme a bear hug,neutral
In Greenville for one of the last times.  will be moving to MD soon. We`ll be back Eastern Carolina.,In Greenville for one of the last times.  will be moving to MD soon. We`ll be back Eastern Carolina.,neutral
 Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.,Enjoy!,positive
 I wish I was able to talk to you.,wish,positive
"Have to leave to meet  now. I`m looking forward to seeing him, but I`m so not done what I wanted to. Boo-urns. Wish I was @ work.",I`m so not done,negative
 Yeah. Me too. Will lookout on your tweets too. Happy Tweeting,Happy Tweeting,positive
is hittin` the ole dusty trail w/ Miss Morgan.,is hittin` the ole dusty trail w/ Miss Morgan.,neutral
"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don`t wanna go back 2 skool.","Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses).",negative
"I`m sitting in altanta. It`s raining in boston. Yay for flying in the rain, that should help with my fear.","I`m sitting in altanta. It`s raining in boston. Yay for flying in the rain, that should help with my fear.",neutral
 why is it your last EVER uk tour  ?? x,why is it your last EVER uk tour  ?? x,neutral
 You still have class? Ouch,Ouch,negative
_Bill2030 And good morning to you too.,good,positive
 heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,neutral
"Hi, my name is Kate and I`m addicted to mm`s!",addicted,negative
"reviews done, 30 new sentences, 100+ iknow done wow on a role","reviews done, 30 new sentences, 100+ iknow done wow on a role",neutral
Sadness  The top horde guild that I liked disbanded.,Sadness,negative
its my last friday of my high school years!,its my last friday of my high school years!,neutral
I lOve this day  No school --> studyin` quietly,lOve,positive
 ooooo i love pretty feet,love,positive
 you mum sounds so humble ! what a sweet thing to ask for,humble,positive
Happy mothers day to all the mommies,Happy,positive
NO! Our TV`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,busted,negative
FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu,ENJOY,positive
 i hate it. it should just be english all day everyday,i hate it.,negative
"at the house home alone   , playing guitar some guitar hero loud.","at the house home alone   , playing guitar some guitar hero loud.",neutral
I am sick  but Ians coming over so its all good ;),I am sick  but Ians coming over so its all good ;),neutral
Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. <3 ZQ. lol,Movie is pretty interesting actually.,positive
"Crazy Legs is peepin _parks at the pool hahaha She likes graf writers, not b-boys, sorry","at the pool hahaha She likes graf writers, not b-boys, sorry",neutral
 i honestly hope the theatre gets hit by a meteor before you get there,hit by a meteor,negative
"I cant sleep, but im too sore to move",sore,negative
TGIF... Hubby dragged me out to buy car parts. I am tired n cranky,tired,negative
 o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn`t working n e more,s like a hot box an,negative
" oh wait your in Greece, I`m in the U.S of course you think differently","oh wait your in Greece, I`m in the U.S of course you think differently",neutral
guess im staying home tonight...no movie-ing for me,guess im staying home tonight...no movie-ing for me,neutral
"having a creative party with me, myself, and moi","having a creative party with me, myself, and moi",neutral
My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral
Sunburnt  Gutted! Hope it`s faded by tmw!,Gutted!,negative
_blehh where i do not see you steff  what time are you on it ?.,_blehh where i do not see you steff  what time are you on it ?.,neutral
__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC..,__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC..,neutral
" c is nice, but I wouldn`t call it fun","c is nice, but I wouldn`t call it fun",neutral
"why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr","why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr",neutral
Loves her david soooooo much <3,Loves her david soooooo much,positive
_Inovera Hi Jakki! Thanks for the hug - right back at ya,Thanks for the hug,positive
 wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait,wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait,positive
Is @ the pantry,Is @ the pantry,neutral
i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,neutral
i hate not being able to twitterize on my cell phone  oh well,i hate,negative
" definitely, or even just 'i`ll call you', they never do  how was ur day? ****","definitely, or even just 'i`ll call you', they never do  how was ur day",neutral
 ur gonna be missed you know  but i hope things will be better for you,ur gonna be missed you know  but i hope things will be better for you,neutral
pulling articles,pulling articles,neutral
what a bad day 1 of my close relative has died so i wont be going to florida,bad,negative
GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,l love,positive
  morning,morning,neutral
_awake GOOD MIDDAY.,GOOD,positive
was hoping to go to Red Lobster this weekend,was hoping to go to Red Lobster this weekend,neutral
I`m so bunged up!! I Hate colds!!,Hate,positive
How I wish I wish I did not eat that....burger.,How I wish I wish I did not eat that....burger.,negative
time to hit the study notes! prep for friday`s exam!,time to hit the study notes! prep for friday`s exam!,neutral
"finally gave twitter a try, will find out why is it sooo popular ... hope i wont be too hooked",hope,positive
 Thanks. End up going to Makino Chaya,Thanks.,positive
Work is a no go,Work is a no go,neutral
 Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,Sorry,negative
"I love my daddy, but I don`t want to go to his house today.","I love my daddy, bu",positive
Yep. That good feeling didn`t last.  back to sleeping for me.,good,positive
 Thanks PP!,Thanks,positive
Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,Happy Mothers Day,positive
why won`t the kids sleep,why won`t the kids sleep,negative
 happy birthday corey!!,happy,positive
relaxing fragrances are SOO IN! my latest loves are still lavender & chamomile--the basic ones  trying to find more flower scents..,relaxing,positive
 he always brightens up 'the week' ?,always brightens,positive
 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,positive
"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",freaked,negative
" Heehee, how did you know who I was talking about?","Heehee, how did you know who I was talking about?",neutral
whoohoo! just went to get movies and junk food  its a womens night mwahaha >,whoohoo!,positive
This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr,This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr,neutral
why am i so tired?,tired?,negative
_Joelted i will definately be there tomorrow,definately,positive
"  Good morning, gents!  How are ya today?","Good morning, gents!  How are ya today",neutral
 Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,ICant Wait That Long.,negative
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,absolutely brilliant,positive
The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY,HAPPY FRIDAY,positive
Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly,t .well despite recession things are fkin costly,negative
 awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I`m so far away!!,.  Too bad,negative
 are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,reasonable,positive
  I can`t join your game... it`s a private beta,I can`t join your game... it`s a private beta,neutral
So many tests todayyy  I don`t feel confident about anyy.,I don`t feel confident,negative
 Aww maybe i traumatized her.,traumatized,negative
Is working allll weeekend,Is working allll weeekend,neutral
training again today.,training again today.,neutral
" If a Cong govt was ruling Karnataka, Cauvery wouldn`t have found a mention  Truly, our politicians have no integrity.","Truly, our politicians have no integrity.",negative
I guess you didn`t hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  ,I guess you didn`t hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen,neutral
WALC-ers are you ready to cry? its going to be a long day of reminiscing,WALC-ers are you ready to cry? its going to be a long day of reminiscing,neutral
" AM`s good for us GMT-ish people, I think.  Looking forward to it and hope you`re batteries & laptop will be recharged soon.",good,positive
new on twitter,new on twitter,neutral
yo yo yo! i like ice cream,yo yo yo! i like ice cream,positive
HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*,HAD SO MUCH FUN TODAY !,positive
  I like it!,I like,positive
 How about SUSE?,How about SUSE?,neutral
hoping to hear from you all soon,hoping to hear from you all soon,positive
 Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog,nice,positive
 Thanks for the info,Thanks for the info,positive
 Or even listen to Susan`s green policies,Or even listen to Susan`s green policies,neutral
says gud eve guys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,says gud eve guys..,positive
...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,neutral
I am horrible at appraising peer work. What are these Americans thinking when they compose poems? Or maybe I am the one with the problem.,What are these Americans thinking when they compose poems? Or maybe I am the one with the problem.,negative
LUCY IS HATING ON MY GWEG!,LUCY IS HATING ON MY GWEG!,negative
 how was your day ? boredom stuck my head,boredom,negative
HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!,HAPPY,positive
work suckd.. another closing nite with 30 dollars pockeded..  i need a new job,work suckd..,negative
 LOL I love my MacBook too. Oh and my iMac. Can`t decide which I love more. OK 24' iMac trumps 13' MacBook,love,positive
 it was fun  Ate at mas.Thanks!!  Good luck w/ ur showing tomorrow.,it was fun,negative
Boyfriend is out with friends tonight. Don`t know what to do with my evening,Boyfriend is out with friends tonight. Don`t know what to do with my evening,neutral
 haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,thanks for listening,positive
im so hungry and i have nothing to eat,hungry,negative
 then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,neutral
hey Dasit thanks for the message,thanks,positive
GOODNIGHT MAGIC AND PRETTY WORLD,GOODNIGHT,positive
Haha. It`s pretty good  they`re making something with chicken  yum!,good,positive
" nope, would be no music","nope, would be no music",neutral
 I agree! && I like the new pic!,agree!,positive
 took my computer in for a new dvd drive & screen wouldn`t come back on  Had to order new computer & wait...,took my computer in for a new dvd drive & screen wouldn`t come back on  Had to order new computer & wait...,neutral
Zac Brown is in Virginia Beach and I`ll be in NoVA,Zac Brown is in Virginia Beach and I`ll be in NoVA,neutral
gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any,gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any,neutral
 PRIDE next weekend in Long Beach!!,PRIDE,positive
PRD take a long time to review!,PRD take a long time to review!,neutral
types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!,types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!,neutral
 No but this is our poor week,No but this is our poor week,negative
Another day I haven`t got time to play plus it`s raining and chilly And also have a headache - WTH? . . going back to sulking mode.,headache,negative
but worth it i spose,worth,positive
i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,i dont want to be home all by myself all weekend!!!!!!!!!       what should,neutral
using my twitter account,using my twitter account,neutral
 I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,neutral
now accepting maid applications.  would be nice if you`d start first thing tomorrow - would make a wonderful Mother`s Day present!,would make a wonderful Mother`s Day present!,positive
"Hey, thanks for the follow, wow this is exciting a new tweet.","Hey, thanks for the follow, wow this is exciting a new tweet.",positive
done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,good,positive
 I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,I`m so sorry  do you want me to call?,negative
 alright cool. See you tomorrow  thank you!,alright cool.,positive
why the hell is it raining!! i hate the rain.,why the hell is it raining!! i hate the rain.,negative
 happy to help,happy to help,positive
is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,neutral
first time,first time,neutral
hope`s she see her bestie today,hope`s,positive
whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!,whats wrong with my flickr,negative
 are you TINK`N the people on the street in NY waiting 4 friday are crazy? Brooke,are you TINK`N the people on the street in NY waiting 4 friday are crazy? Brooke,neutral
"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!","I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral
out shopping....,out shopping....,neutral
http://twitpic.com/4wc1y - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,sFunF,positive
 omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,neutral
just got back from donating blood,just got back from donating blood,neutral
Happy mother`s day everyone! still playing pet society!,Happy,positive
" I haven`t heard anything negative yet. As a former manager used to tell me: If they`re quiet, be happy",happy,positive
I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,neutral
 I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u,I miss u,negative
 You have to come to Chile... with AC/DC would be fine,You have to come to Chile... with AC/DC would be fine,neutral
Sleepy time..   happy mothers day all u momz,happy,positive
"ever been in a pointless argument with drunk mum, drunk nan and drunk mums bf while having dinner??? i have.... fun times all round  hahah","ever been in a pointless argument with drunk mum, drunk nan and drunk mums bf while having dinner??? i have.... fun times all round  hahah",positive
"_shantz heyy shantell!  twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!","cool,",positive
" im good thanks, may need you`re advice soon as im playing with a new font of my own","im good thanks,",positive
 Thanks! We`re almost there,Thanks!,positive
 thanks for having me! i had a great time too,thanks,positive
It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,negative
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,Alaska-so far so good,positive
Good movie.,Good movie.,positive
i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',neutral
****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,negative
" yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei","yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei",neutral
i`m looking forward to the joy of the f1.... hoping its another disaterous race for ferrari and button gets another well deserved win,hoping its another disaterous race for ferrari and button gets another well deserved win,neutral
 because you had chips and sale w/o me,because you had chips and sale w/o me,neutral
"is watching big brothes big quiz    ,       rather tiredd    , but downloading a dvd so have to wait till finished till i can go to bed",",       rather",negative
ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!,cramping,negative
Sitting in an empty yearbook room.  attempting to figure this asap out lol,lol,positive
homework...boring,boring,negative
bed rest for all weekend and next week  neomonia suck,neomonia suck,negative
"really ill again not been well for 2 weeks, i`ve got a bad viral infection.",bad viral infection.,negative
Is about to see Adriana off for a month,Is about to see Adriana off for a month,neutral
  _Vincent  @ i missed the party!!!!  i bought wine and everything!!!,@ i missed the party!!!!  i bought wine and everything!,negative
 lol good morning!  Ran 4 milles & hit the gym?  Have a great day!!!,?  Have a great day!!,positive
_II I have no choice  have to get on it!,_II I have no choice  have to get on it!,neutral
always makes bad decisions,always makes bad decisions,negative
Happy Mother`s Day :] I lovee you mami,Happy,positive
 you just got one more!!,you just got one more!!,neutral
Plain White T`s and Sara Bareilles...can life get more amazing,amazing,positive
does not want to go to sixth period.,does not want to go to sixth period.,neutral
: just got home from drews bday.,just got home from drews bday.,neutral
" yeah, I much prefer tweetdeck but if you must have multiple accounts",much prefer,positive
Blackout in the city is never good,never good,negative
 I don`t think it was either. But I can`t remember it.,I don`t think it was either. But I can`t remember it.,neutral
i have the bigggest headache,headache,negative
" oh dear.  that is terrible. however, moleskine notebooks rule. a lot.",oh dear.  that is terrible,negative
my last tweet didn`t send  bad phone,my last tweet didn`t send  bad phone,neutral
 Good to hear..!,Good,positive
hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,hate living down here in fl. missing GA like crazy..,negative
"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",I`m really getting sick ugh,negative
Watching The Nightmare Before Christmas <3 Ask me if I care that neither Halloween nor Christmas is any time soon,Watching The Nightmare Before Christmas <3 Ask me if I care that neither Halloween nor Christmas is any time soon,neutral
" that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",i hated it.,negative
it`S freezing and raining here,it`S freezing and raining here,neutral
So sleepy again and it`s not even that late. I fail once again.,fail,negative
Happy Star Wars Day  - May the Fourth be with you,Happy,positive
another build failed! something is not right in the big scheme of things!,failed!,negative
"in santa clara a long way from hoe, well not that far. it sure seems like it.","in santa clara a long way from hoe, well not that far. it sure seems like it.",neutral
 Yeah,Yeah,neutral
" oh ok  good ... now i will jump for joy! M, you just made my day",r joy!,positive
"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol","Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",neutral
_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,Its the perfect overcast day.,positive
Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,gutted,negative
 awww...on ur way out  Have fun for me toooo!,Have fun,positive
Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!,Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!,neutral
getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,negative
" Also, HAPPY STAR WARS DAY!!!",HAPPY STAR WARS DAY!!!,positive
I don`t wanna go to work,I don`t wanna go to work,negative
Ok so I did shed a few tears watching the preview for next weeks Medium. I`m so scared. I`m so addicted to this show. I love it,. I`m so scared. I`m so addicted to this show. I love it,neutral
" haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!","haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!",neutral
a bit worried...,a bit worried...,negative
 http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,Very pretty,positive
 too kind Jim too kind brother,kind,positive
'locked up abroad' makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo,i feel sorry,negative
 aww. I hope you feel better soon.,aww. I hope you feel better soon.,positive
Chauncey is giving his last sac speech...,Chauncey is giving his last sac speech...,neutral
My blackberry is soon approaching her death,death,negative
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,h don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative
is sad to go to work cuz it`s TermiNeda`s last day...and little monkey`s last day too,sad,negative
I want to party down!,I want to party down!,neutral
That poor goose.,That poor goose.,negative
 ugh... I know the economy is depressing...,economy is depressing...,negative
 I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,win.,positive
"I`m at Cobra, Mexican bird flu hub/**** bar, and hate when they play the 80`s mix. Oh ****, FREEZE FRAME",hate,negative
" Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",pleasure-,positive
Wow.....I`ve been stood up  Might as well go to work.,Wow.....I`ve been stood up  Might as well go to work.,neutral
just got on twitter. no friends to add!  none of my friends are in twitter,just got on twitter. no friends to add!  none of my friends are in twitter,neutral
"OMG. I got a explosion of new followers, hello new followers","OMG. I got a explosion of new followers, hello new followers",neutral
Flap-a-taco was nice until the plebs came in.,Flap-a-taco was nice until the plebs came in.,negative
" Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.","Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.",neutral
Back from Worcester.  My work week starts on Friday at 2:30.,Back from Worcester.  My work week starts on Friday at 2:30.,neutral
home for the night to hang out with my mom and study,home for the night to hang out with my mom and study,neutral
 i posted it! let me know what you think? theres a really cute cut out in the back too.,theres a really cute cut out,positive
don`t want to go!!!,don`t want to go!!!,negative
 i been coolin and **** ya know me,i been coolin and **** ya know me,neutral
 I think they are disgusting,I think they are disgusting,negative
"we`re one, but we`re not the same, we get to carry each other","we`re one, but we`re not the same, we get to carry each other",neutral
 poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
I ? JONAS` second episode! Aww! Nick is so handsome,handsome,positive
aaahhh...just woke up! feels good to sleep in on a monday!!!,good,positive
" hahaha im broke, i need money  sighh.","hahaha im broke, i need money  sighh.",neutral
"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",not fair!,negative
all dressed up and no where to go...,no where to go...,negative
Glued to the copier machine today.,Glued to the copier machine today.,neutral
": Geez, a cool man like him be the villains. Too bad",": Geez, a cool man like him be the villains. Too bad",neutral
 loadsa shizze has happend  IM SO UPSET..,loadsa shizze has happend  IM SO UPSET..,negative
"The mothers day classic went really well, despite the cold 5.30am start","really well,",positive
 Love your latest journals. I finally joined Twitter so came to say Hi,Love,positive
 Uhhh. Bring it over when you can.  Matthew and Keren have never seen it.,Uhhh. Bring it over when you can.  Matthew and Keren have never seen it.,neutral
I wish I could see dramafest SO BAD.,SO BAD.,negative
Ew traffic,Ew traffic,negative
**** I wish I was at Botcon with everyone.,**** I wish I was at Botcon with everyone.,neutral
" im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you","im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you",neutral
 beating heat with tea?  Try some masala chaas,beating heat with tea?  Try some masala chaas,neutral
I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative
Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,Yay!,positive
my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,exhilerating,positive
  Hope you get to spend the weekend at home.,Hope,positive
Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,neutral
 Walaikum assalam...  Alhamdulillah... I`m in Chicago the w`end of May 29th... Are you there? Would be nice to meat... Duas!,e nice,positive
Im eating a salad  and rember to comment my new myspace pictures plz?,Im eating a salad  and rember to comment my new myspace pictures plz?,neutral
 LOL. About to leave.,LOL. About to leave.,neutral
 Yu th? trang nï¿½y xem  http://bit.ly/kMxHk (recommended by ),Yu th? trang nï¿½y xem  http://bit.ly/kMxHk (recommended by ),neutral
"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins","Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap","My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap",negative
 I was nice!! I called you  lmao,I was nice!! I called you  lmao,positive
"flying is falling, getting distracted and missing the ground","flying is falling, getting distracted and missing the ground",neutral
 nothing yet  still looking....but lets for sure do lunch next week!!,t lets for sure do lunch next week!!,positive
Or maybe its just us ....,Or maybe its just us ....,neutral
Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,neutral
" Err, I get that  Now, with the TimThumb, what`s with the url?","Err, I get that  Now, with the TimThumb, what`s with the url?",neutral
"Law and Order! Yeah, I stay home on Sat nite!","Law and Order! Yeah, I stay home on Sat nite!",neutral
